person, group, rep, n, t, t1, t2, correct
14, P3, 0, 1, -0.301, 0.458, 0.458, 1
14, P3, 0, 2, -0.301, 0.458, 0.458, 1
14, P3, 0, 3, -0.301, 0.458, 0.458, 1
14, P3, 0, 4, -0.301, 0.458, 0.458, 1
14, P3, 0, 5, -0.301, 0.458, 0.458, 1
14, P3, 0, 6, -0.301, 0.458, 0.458, 1
14, P3, 0, 7, -0.301, 0.458, 0.458, 1
14, P3, 0, 8, -0.301, 0.458, 0.458, 1
14, P3, 0, 9, -0.301, 0.458, 0.458, 1
14, P3, 0, 10, -0.301, 0.458, 0.458, 1
14, P3, 3, 1, -1.176, 0.067, 0.067, 0
14, P3, 1, 1, -0.389, 0.408, 0.408, 1
14, P3, 2, 1, -0.737, 0.183, 0.183, 1
14, P3, 4, 1, -2.083, 0.008, 0.008, 0
14, P3, 1, 2, -1.038, 0.092, 0.092, 1
14, P3, 2, 2, -1.602, 0.025, 0.025, 0
14, P3, 4, 2, -0.602, 0.250, 0.250, 1
14, P3, 3, 2, -0.018, 0.958, 0.958, 1
14, P3, 3, 3, -0.290, 0.508, 0.517, 1
14, P3, 2, 3, -0.446, 0.358, 0.358, 1
14, P3, 4, 3, -1.079, 0.083, 0.083, 1
14, P3, 1, 3, -2.081, 0.008, 0.008, 1
14, P3, 3, 4, -0.535, 0.292, 0.292, 1
14, P3, 2, 4, -0.875, 0.133, 0.133, 1
14, P3, 1, 4, -2.082, 0.008, 0.008, 0
14, P3, 4, 4, -1.683, 0.025, 0.017, 0
14, P3, 1, 5, -1.235, 0.058, 0.058, 0
14, P3, 3, 5, -0.737, 0.183, 0.183, 1
14, P3, 4, 5, -1.079, 0.083, 0.083, 0
14, P3, 2, 5, -1.176, 0.067, 0.067, 0
14, P3, 4, 6, -0.372, 0.425, 0.425, 1
14, P3, 3, 6, -0.933, 0.117, 0.117, 1
14, P3, 2, 6, -0.699, 0.200, 0.200, 1
14, P3, 1, 6, -0.253, 0.558, 0.558, 1
14, P3, 1, 7, -0.602, 0.250, 0.250, 1
14, P3, 2, 7, -0.933, 0.117, 0.117, 1
14, P3, 3, 7, -1.125, 0.075, 0.075, 1
14, P3, 4, 7, -0.648, 0.225, 0.225, 1
14, P3, 3, 8, -1.381, 0.042, 0.042, 0
14, P3, 2, 8, -1.079, 0.083, 0.083, 0
14, P3, 1, 8, -0.849, 0.142, 0.142, 1
14, P3, 4, 8, -0.824, 0.150, 0.150, 1
14, P3, 2, 9, -0.875, 0.133, 0.133, 1
14, P3, 4, 9, -0.965, 0.108, 0.108, 1
14, P3, 1, 9, -1.079, 0.083, 0.083, 1
14, P3, 3, 9, -1.038, 0.092, 0.092, 1
14, P3, 3, 10, -1.176, 0.067, 0.067, 1
14, P3, 4, 10, -1.079, 0.083, 0.083, 1
14, P3, 1, 10, -1.235, 0.058, 0.058, 1
14, P3, 2, 10, -1.000, 0.100, 0.100, 1
14, P3, 3, 11, -1.302, 0.050, 0.050, 0
14, P3, 4, 11, -1.177, 0.067, 0.067, 1
14, P3, 2, 11, -1.079, 0.083, 0.083, 1
14, P3, 1, 11, -1.477, 0.033, 0.033, 0
14, P3, 2, 12, -1.125, 0.075, 0.075, 1
14, P3, 4, 12, -1.302, 0.050, 0.050, 1
14, P3, 1, 12, -1.235, 0.058, 0.058, 1
14, P3, 3, 12, -1.126, 0.075, 0.075, 1
14, P3, 4, 13, -1.477, 0.033, 0.033, 0
14, P3, 3, 13, -1.234, 0.058, 0.058, 0
14, P3, 2, 13, -1.176, 0.067, 0.067, 0
14, P3, 1, 13, -1.380, 0.042, 0.042, 1
14, P3, 2, 14, -1.079, 0.083, 0.083, 1
