person, group, rep, n, t, t1, t2, correct
2, CM, 0, 1, -0.301, 0.451, 0.453, 1
2, CM, 0, 2, -0.301, 0.455, 0.451, 1
2, CM, 0, 3, -0.301, 0.452, 0.456, 1
2, CM, 0, 4, -0.301, 0.455, 0.455, 0
2, CM, 0, 5, -0.301, 0.451, 0.451, 1
2, CM, 0, 6, -0.301, 0.455, 0.455, 1
2, CM, 0, 7, -0.301, 0.451, 0.451, 1
2, CM, 0, 8, -0.301, 0.451, 0.453, 1
2, CM, 0, 9, -0.301, 0.453, 0.455, 1
2, CM, 0, 10, -0.301, 0.452, 0.455, 1
2, CM, 2, 1, -0.749, 0.176, 0.181, 1
2, CM, 3, 1, -1.181, 0.068, 0.064, 0
2, CM, 1, 1, -0.394, 0.402, 0.405, 0
2, CM, 4, 1, -2.108, 0.008, 0.007, 0
2, CM, 2, 2, -1.754, 0.018, 0.018, 1
2, CM, 1, 2, -0.021, 0.951, 0.955, 1
2, CM, 4, 2, -0.621, 0.240, 0.239, 0
2, CM, 3, 2, -0.020, 0.955, 0.955, 0
2, CM, 2, 3, -2.129, 0.010, 0.005, 1
2, CM, 1, 3, -0.020, 0.953, 0.956, 0
2, CM, 4, 3, -0.021, 0.951, 0.953, 1
2, CM, 3, 3, -0.021, 0.951, 0.953, 1
2, CM, 1, 4, -0.020, 0.955, 0.956, 0
2, CM, 3, 4, -0.021, 0.951, 0.955, 1
2, CM, 2, 4, -2.274, 0.005, 0.006, 1
2, CM, 4, 4, -0.062, 0.868, 0.867, 0
2, CM, 4, 5, -0.022, 0.951, 0.951, 1
2, CM, 2, 5, -2.214, 0.007, 0.005, 0
2, CM, 3, 5, -0.021, 0.951, 0.955, 1
2, CM, 1, 5, -0.021, 0.951, 0.953, 1
2, CM, 3, 6, -0.020, 0.955, 0.956, 0
2, CM, 1, 6, -0.021, 0.951, 0.955, 0
2, CM, 2, 6, -2.130, 0.009, 0.006, 1
2, CM, 4, 6, -0.021, 0.951, 0.953, 1
2, CM, 3, 7, -0.021, 0.951, 0.953, 1
2, CM, 4, 7, -0.021, 0.951, 0.953, 0
2, CM, 1, 7, -0.021, 0.951, 0.955, 1
2, CM, 2, 7, -2.133, 0.009, 0.006, 1
2, CM, 4, 8, -0.022, 0.951, 0.951, 1
2, CM, 2, 8, -2.083, 0.011, 0.005, 0
2, CM, 1, 8, -0.021, 0.951, 0.955, 1
2, CM, 3, 8, -0.021, 0.951, 0.955, 0
2, CM, 4, 9, -0.020, 0.956, 0.955, 1
2, CM, 2, 9, -1.483, 0.033, 0.033, 0
