person, group, rep, n, t, t1, t2, correct
3, PMG, 0, 1, -0.602, 0.217, 0.217, 1
3, PMG, 0, 2, -0.602, 0.217, 0.217, 1
3, PMG, 0, 3, -0.602, 0.217, 0.217, 1
3, PMG, 0, 4, -0.602, 0.217, 0.217, 1
3, PMG, 0, 5, -0.602, 0.217, 0.217, 1
3, PMG, 0, 6, -0.602, 0.217, 0.217, 0
3, PMG, 0, 7, -0.602, 0.217, 0.217, 1
3, PMG, 0, 8, -0.602, 0.217, 0.217, 1
3, PMG, 0, 9, -0.602, 0.217, 0.217, 1
3, PMG, 0, 10, -0.602, 0.217, 0.217, 1
3, PMG, 0, 11, -0.602, 0.217, 0.217, 1
3, PMG, 0, 12, -0.602, 0.217, 0.217, 1
3, PMG, 0, 13, -0.602, 0.217, 0.217, 1
3, PMG, 0, 14, -0.602, 0.217, 0.217, 1
3, PMG, 0, 15, -0.602, 0.217, 0.217, 1
3, PMG, 2, 1, -0.664, 0.217, 0.217, 0
3, PMG, 1, 1, -0.315, 0.484, 0.484, 1
3, PMG, 3, 1, -1.078, 0.084, 0.083, 1
3, PMG, 4, 1, -1.477, 0.033, 0.033, 0
3, PMG, 4, 2, -0.209, 0.617, 0.617, 1
3, PMG, 3, 2, -1.778, 0.017, 0.017, 0
3, PMG, 1, 2, -0.933, 0.117, 0.117, 1
3, PMG, 2, 2, 0.167, 1.468, 1.468, 1
3, PMG, 2, 3, 0.167, 1.468, 1.468, 1
3, PMG, 4, 3, -0.522, 0.300, 0.300, 1
3, PMG, 1, 3, -1.779, 0.017, 0.017, 1
3, PMG, 3, 3, -0.547, 0.284, 0.284, 1
3, PMG, 1, 4, -1.778, 0.017, 0.017, 1
3, PMG, 2, 4, -0.029, 0.934, 0.934, 1
3, PMG, 4, 4, -0.777, 0.167, 0.167, 0
3, PMG, 3, 4, -1.079, 0.083, 0.084, 0
3, PMG, 1, 5, -1.780, 0.017, 0.017, 0
3, PMG, 2, 5, -0.176, 0.667, 0.667, 1
3, PMG, 4, 5, -0.246, 0.567, 0.567, 0
3, PMG, 3, 5, -0.176, 0.667, 0.667, 1
3, PMG, 4, 6, 0.164, 1.452, 1.468, 1
3, PMG, 3, 6, -0.499, 0.317, 0.317, 1
3, PMG, 2, 6, -0.293, 0.500, 0.517, 0
3, PMG, 1, 6, -1.079, 0.083, 0.083, 1
3, PMG, 3, 7, -0.698, 0.200, 0.200, 1
3, PMG, 2, 7, 0.008, 1.018, 1.018, 1
3, PMG, 1, 7, -1.477, 0.033, 0.033, 1
3, PMG, 4, 7, 0.167, 1.468, 1.468, 1
3, PMG, 2, 8, -0.079, 0.834, 0.834, 1
3, PMG, 4, 8, 0.055, 1.135, 1.134, 1
3, PMG, 1, 8, -1.776, 0.017, 0.017, 0
3, PMG, 3, 8, -0.824, 0.150, 0.150, 1
3, PMG, 1, 9, -1.478, 0.033, 0.033, 1
3, PMG, 4, 9, -0.029, 0.934, 0.934, 1
3, PMG, 2, 9, -0.134, 0.734, 0.734, 1
3, PMG, 3, 9, -0.933, 0.117, 0.117, 1
3, PMG, 2, 10, -0.176, 0.668, 0.667, 1
3, PMG, 3, 10, -1.079, 0.083, 0.083, 0
3, PMG, 4, 10, -0.087, 0.818, 0.818, 0
3, PMG, 1, 10, -1.779, 0.017, 0.017, 0
3, PMG, 2, 11, -0.209, 0.617, 0.617, 1
3, PMG, 4, 11, 0.103, 1.268, 1.268, 1
3, PMG, 3, 11, -0.933, 0.117, 0.117, 1
3, PMG, 1, 11, -1.778, 0.017, 0.017, 0
