person, group, rep, n, t, t1, t2, correct
1, P3, 0, 1, -0.602, 0.217, 0.217, 0
1, P3, 0, 2, -0.602, 0.217, 0.217, 1
1, P3, 0, 3, -0.602, 0.217, 0.217, 1
1, P3, 0, 4, -0.602, 0.217, 0.217, 1
1, P3, 0, 5, -0.602, 0.217, 0.217, 0
1, P3, 0, 6, -0.602, 0.217, 0.217, 0
1, P3, 0, 7, -0.602, 0.217, 0.217, 0
1, P3, 0, 8, -0.602, 0.217, 0.217, 0
1, P3, 0, 9, -0.602, 0.217, 0.217, 1
1, P3, 0, 10, -0.602, 0.217, 0.217, 0
1, P3, 0, 11, -0.602, 0.217, 0.217, 0
1, P3, 0, 12, -0.602, 0.217, 0.217, 1
1, P3, 0, 13, -0.602, 0.217, 0.217, 0
1, P3, 0, 14, -0.602, 0.217, 0.217, 1
1, P3, 0, 15, -0.602, 0.217, 0.217, 1
1, P3, 2, 1, -0.736, 0.183, 0.184, 1
1, P3, 1, 1, -0.380, 0.417, 0.417, 1
1, P3, 3, 1, -1.176, 0.067, 0.067, 1
1, P3, 4, 1, -1.779, 0.017, 0.017, 1
1, P3, 1, 2, -0.999, 0.100, 0.100, 1
1, P3, 3, 2, -1.777, 0.017, 0.017, 1
1, P3, 2, 2, -1.477, 0.033, 0.033, 1
1, P3, 4, 2, -1.778, 0.017, 0.017, 1
1, P3, 4, 3, -1.776, 0.017, 0.017, 1
1, P3, 1, 3, -1.778, 0.017, 0.017, 0
1, P3, 3, 3, -1.778, 0.017, 0.017, 0
1, P3, 2, 3, -1.778, 0.017, 0.017, 1
1, P3, 4, 4, -1.775, 0.017, 0.017, 1
1, P3, 2, 4, -1.776, 0.017, 0.017, 0
1, P3, 3, 4, -0.823, 0.150, 0.150, 1
1, P3, 1, 4, -0.824, 0.150, 0.150, 1
1, P3, 4, 5, -1.778, 0.017, 0.017, 0
1, P3, 3, 5, -1.476, 0.033, 0.033, 0
1, P3, 2, 5, -1.079, 0.083, 0.083, 1
1, P3, 1, 5, -1.300, 0.050, 0.050, 0
1, P3, 2, 6, -1.777, 0.017, 0.017, 0
1, P3, 3, 6, -0.698, 0.200, 0.200, 1
1, P3, 1, 6, -0.698, 0.200, 0.200, 1
1, P3, 4, 6, -1.778, 0.017, 0.017, 1
1, P3, 1, 7, -1.000, 0.100, 0.100, 1
