person, group, rep, n, t, t1, t2, correct
16, PM, 0, 1, -0.301, 0.458, 0.458, 1
16, PM, 0, 2, -0.301, 0.458, 0.458, 1
16, PM, 0, 3, -0.301, 0.458, 0.458, 1
16, PM, 0, 4, -0.301, 0.458, 0.458, 1
16, PM, 0, 5, -0.301, 0.458, 0.458, 1
16, PM, 0, 6, -0.301, 0.458, 0.458, 1
16, PM, 0, 7, -0.301, 0.458, 0.458, 1
16, PM, 0, 8, -0.301, 0.458, 0.458, 1
16, PM, 0, 9, -0.301, 0.458, 0.458, 1
16, PM, 0, 10, -0.301, 0.458, 0.458, 1
16, PM, 1, 1, -0.389, 0.408, 0.408, 1
16, PM, 3, 1, -1.176, 0.067, 0.067, 1
16, PM, 4, 1, -2.084, 0.008, 0.008, 1
16, PM, 2, 1, -0.737, 0.183, 0.183, 1
16, PM, 2, 2, -1.603, 0.025, 0.025, 0
16, PM, 4, 2, -2.084, 0.008, 0.008, 1
16, PM, 3, 2, -2.085, 0.008, 0.008, 0
16, PM, 1, 2, -1.038, 0.092, 0.092, 1
16, PM, 1, 3, -2.080, 0.008, 0.008, 1
16, PM, 2, 3, -0.446, 0.358, 0.358, 1
16, PM, 4, 3, -2.079, 0.008, 0.008, 1
16, PM, 3, 3, -0.903, 0.125, 0.125, 1
16, PM, 1, 4, -2.083, 0.008, 0.008, 1
16, PM, 2, 4, -0.875, 0.133, 0.133, 1
16, PM, 3, 4, -1.603, 0.025, 0.025, 0
16, PM, 4, 4, -2.083, 0.008, 0.008, 1
16, PM, 3, 5, -0.875, 0.133, 0.133, 1
16, PM, 4, 5, -2.082, 0.008, 0.008, 1
16, PM, 2, 5, -1.177, 0.067, 0.067, 0
16, PM, 1, 5, -2.084, 0.008, 0.008, 1
16, PM, 1, 6, -2.083, 0.008, 0.008, 1
16, PM, 4, 6, -2.082, 0.008, 0.008, 0
16, PM, 2, 6, -0.699, 0.200, 0.200, 1
16, PM, 3, 6, -1.301, 0.050, 0.050, 1
16, PM, 4, 7, -2.086, 0.008, 0.008, 1
16, PM, 1, 7, -2.084, 0.008, 0.008, 0
16, PM, 2, 7, -0.933, 0.117, 0.117, 1
16, PM, 3, 7, -1.780, 0.017, 0.017, 0
16, PM, 1, 8, -2.084, 0.008, 0.008, 0
16, PM, 4, 8, -2.082, 0.008, 0.008, 1
16, PM, 3, 8, -1.603, 0.025, 0.025, 0
16, PM, 2, 8, -1.079, 0.083, 0.083, 1
16, PM, 4, 9, -2.083, 0.008, 0.008, 1
16, PM, 2, 9, -1.176, 0.067, 0.067, 1
16, PM, 1, 9, -1.380, 0.042, 0.042, 1
16, PM, 3, 9, -1.381, 0.042, 0.042, 1
16, PM, 3, 10, -1.603, 0.025, 0.025, 1
16, PM, 1, 10, -2.080, 0.008, 0.008, 0
16, PM, 4, 10, -2.082, 0.008, 0.008, 0
16, PM, 2, 10, -1.302, 0.050, 0.050, 1
16, PM, 4, 11, -2.082, 0.008, 0.008, 1
16, PM, 2, 11, -1.380, 0.042, 0.042, 1
16, PM, 3, 11, -1.776, 0.017, 0.017, 0
16, PM, 1, 11, -1.779, 0.017, 0.017, 1
16, PM, 1, 12, -2.081, 0.008, 0.008, 1
16, PM, 4, 12, -2.080, 0.008, 0.008, 0
16, PM, 2, 12, -1.602, 0.025, 0.025, 1
16, PM, 3, 12, -1.780, 0.017, 0.017, 1
16, PM, 3, 13, -1.781, 0.017, 0.017, 1
16, PM, 1, 13, -2.082, 0.008, 0.008, 0
16, PM, 2, 13, -1.778, 0.017, 0.017, 0
16, PM, 4, 13, -1.779, 0.017, 0.017, 0
16, PM, 4, 14, -0.477, 0.333, 0.333, 1
16, PM, 2, 14, -1.479, 0.033, 0.033, 1
16, PM, 1, 14, -2.081, 0.008, 0.008, 1
16, PM, 3, 14, -1.778, 0.017, 0.017, 0
16, PM, 2, 15, -1.603, 0.025, 0.025, 1
16, PM, 1, 15, -2.079, 0.008, 0.008, 1
16, PM, 4, 15, -0.875, 0.133, 0.133, 1
16, PM, 3, 15, -1.779, 0.017, 0.017, 0
16, PM, 3, 16, -1.779, 0.017, 0.017, 1
16, PM, 4, 16, -1.302, 0.050, 0.050, 1
16, PM, 1, 16, -2.081, 0.008, 0.008, 0
16, PM, 2, 16, -1.780, 0.017, 0.017, 1
16, PM, 3, 17, -1.779, 0.017, 0.017, 1
16, PM, 2, 17, -2.083, 0.008, 0.008, 0
16, PM, 4, 17, -1.781, 0.017, 0.017, 0
16, PM, 1, 17, -2.086, 0.008, 0.008, 1
16, PM, 3, 18, -1.778, 0.017, 0.017, 1
16, PM, 1, 18, -2.082, 0.008, 0.008, 1
16, PM, 4, 18, -1.381, 0.042, 0.042, 1
16, PM, 2, 18, -2.076, 0.008, 0.008, 1
16, PM, 2, 19, -2.081, 0.008, 0.008, 1
16, PM, 3, 19, -1.778, 0.017, 0.017, 0
16, PM, 4, 19, -2.081, 0.008, 0.008, 0
16, PM, 1, 19, -2.082, 0.008, 0.008, 1
16, PM, 4, 20, -1.780, 0.017, 0.017, 0
16, PM, 1, 20, -2.084, 0.008, 0.008, 0
16, PM, 2, 20, -2.083, 0.008, 0.008, 0
16, PM, 3, 20, -1.778, 0.017, 0.017, 1
16, PM, 3, 21, -1.779, 0.017, 0.017, 1
16, PM, 2, 21, -2.082, 0.008, 0.008, 0
16, PM, 1, 21, -2.081, 0.008, 0.008, 0
16, PM, 4, 21, -1.603, 0.025, 0.025, 1
16, PM, 1, 22, -2.082, 0.008, 0.008, 1
16, PM, 2, 22, -2.080, 0.008, 0.008, 0
16, PM, 3, 22, -2.077, 0.008, 0.008, 1
16, PM, 4, 22, -2.082, 0.008, 0.008, 0
16, PM, 3, 23, -2.077, 0.008, 0.008, 1
16, PM, 1, 23, -2.079, 0.008, 0.008, 0
16, PM, 2, 23, -1.779, 0.017, 0.017, 0
16, PM, 4, 23, -2.087, 0.008, 0.008, 1
16, PM, 1, 24, -2.084, 0.008, 0.008, 0
16, PM, 3, 24, -2.083, 0.008, 0.008, 0
16, PM, 4, 24, -2.081, 0.008, 0.008, 0
16, PM, 2, 24, -1.776, 0.017, 0.017, 1
16, PM, 2, 25, -1.779, 0.017, 0.017, 1
16, PM, 3, 25, -2.085, 0.008, 0.008, 0
16, PM, 4, 25, -2.083, 0.008, 0.008, 0
16, PM, 1, 25, -2.084, 0.008, 0.008, 0
16, PM, 2, 26, -2.083, 0.008, 0.008, 1
16, PM, 4, 26, -2.083, 0.008, 0.008, 0
16, PM, 1, 26, -2.083, 0.008, 0.008, 0
16, PM, 3, 26, -1.904, 0.017, 0.008, 1
16, PM, 2, 27, -2.081, 0.008, 0.008, 0
16, PM, 1, 27, -1.779, 0.017, 0.017, 1
16, PM, 4, 27, -2.078, 0.008, 0.008, 0
16, PM, 3, 27, -2.086, 0.008, 0.008, 0
16, PM, 3, 28, -2.080, 0.008, 0.008, 0
16, PM, 2, 28, -2.085, 0.008, 0.008, 1
16, PM, 1, 28, -2.080, 0.008, 0.008, 1
16, PM, 4, 28, -2.082, 0.008, 0.008, 0
