person, group, rep, n, t, t1, t2, correct
26, PMM, 0, 1, -0.301, 0.458, 0.458, 1
26, PMM, 0, 2, -0.301, 0.458, 0.458, 1
26, PMM, 0, 3, -0.301, 0.458, 0.458, 1
26, PMM, 0, 4, -0.301, 0.458, 0.458, 1
26, PMM, 0, 5, -0.301, 0.458, 0.458, 1
26, PMM, 0, 6, -0.301, 0.458, 0.458, 1
26, PMM, 0, 7, -0.301, 0.458, 0.458, 1
26, PMM, 0, 8, -0.301, 0.458, 0.458, 1
26, PMM, 0, 9, -0.301, 0.458, 0.458, 1
26, PMM, 0, 10, -0.301, 0.458, 0.458, 1
26, PMM, 3, 1, -1.176, 0.067, 0.067, 0
26, PMM, 4, 1, -2.081, 0.008, 0.008, 1
26, PMM, 1, 1, -0.389, 0.408, 0.408, 1
26, PMM, 2, 1, -0.737, 0.183, 0.183, 1
26, PMM, 3, 2, -0.019, 0.958, 0.958, 1
26, PMM, 2, 2, -1.603, 0.025, 0.025, 1
26, PMM, 4, 2, -2.081, 0.008, 0.008, 1
26, PMM, 1, 2, -1.038, 0.092, 0.092, 1
26, PMM, 3, 3, -0.294, 0.508, 0.508, 1
26, PMM, 4, 3, -2.081, 0.008, 0.008, 1
26, PMM, 2, 3, -2.082, 0.008, 0.008, 0
26, PMM, 1, 3, -2.084, 0.008, 0.008, 0
26, PMM, 2, 4, -1.125, 0.075, 0.075, 1
26, PMM, 3, 4, -0.535, 0.292, 0.292, 1
26, PMM, 4, 4, -2.081, 0.008, 0.008, 0
26, PMM, 1, 4, -1.079, 0.083, 0.083, 1
26, PMM, 4, 5, -1.478, 0.033, 0.033, 1
26, PMM, 2, 5, -2.076, 0.008, 0.008, 1
26, PMM, 1, 5, -1.778, 0.017, 0.017, 1
26, PMM, 3, 5, -0.737, 0.183, 0.183, 1
26, PMM, 4, 6, -2.077, 0.008, 0.008, 1
26, PMM, 1, 6, -2.082, 0.008, 0.008, 0
26, PMM, 2, 6, -2.078, 0.008, 0.008, 0
26, PMM, 3, 6, -0.933, 0.117, 0.117, 1
26, PMM, 2, 7, -1.780, 0.017, 0.017, 0
26, PMM, 1, 7, -1.779, 0.017, 0.017, 0
26, PMM, 4, 7, -2.080, 0.008, 0.008, 0
26, PMM, 3, 7, -1.125, 0.075, 0.075, 0
26, PMM, 2, 8, -1.176, 0.067, 0.067, 1
26, PMM, 3, 8, -0.824, 0.150, 0.150, 1
26, PMM, 1, 8, -1.381, 0.042, 0.042, 0
26, PMM, 4, 8, -1.479, 0.033, 0.033, 1
26, PMM, 3, 9, -0.965, 0.108, 0.108, 1
26, PMM, 1, 9, -0.664, 0.217, 0.217, 1
26, PMM, 2, 9, -1.779, 0.017, 0.017, 1
26, PMM, 4, 9, -2.081, 0.008, 0.008, 1
26, PMM, 1, 10, -1.038, 0.092, 0.092, 0
26, PMM, 3, 10, -1.038, 0.092, 0.092, 1
26, PMM, 2, 10, -2.079, 0.008, 0.008, 0
26, PMM, 4, 10, -2.081, 0.008, 0.008, 0
26, PMM, 3, 11, -1.125, 0.075, 0.075, 1
26, PMM, 4, 11, -2.084, 0.008, 0.008, 0
26, PMM, 2, 11, -2.085, 0.008, 0.008, 1
26, PMM, 1, 11, -0.407, 0.392, 0.392, 1
26, PMM, 1, 12, -0.699, 0.200, 0.200, 1
26, PMM, 3, 12, -1.234, 0.058, 0.058, 0
26, PMM, 4, 12, -1.778, 0.017, 0.017, 1
26, PMM, 2, 12, -2.082, 0.008, 0.008, 0
26, PMM, 2, 13, -2.083, 0.008, 0.008, 0
26, PMM, 3, 13, -1.125, 0.075, 0.075, 0
26, PMM, 4, 13, -2.081, 0.008, 0.008, 1
26, PMM, 1, 13, -0.875, 0.133, 0.133, 1
26, PMM, 1, 14, -1.000, 0.100, 0.100, 1
26, PMM, 4, 14, -2.081, 0.008, 0.008, 1
26, PMM, 3, 14, -1.000, 0.100, 0.100, 1
26, PMM, 2, 14, -2.081, 0.008, 0.008, 1
26, PMM, 3, 15, -1.079, 0.083, 0.083, 0
26, PMM, 4, 15, -2.084, 0.008, 0.008, 0
26, PMM, 2, 15, -2.080, 0.008, 0.008, 0
26, PMM, 1, 15, -1.125, 0.075, 0.075, 1
26, PMM, 3, 16, -1.000, 0.100, 0.100, 1
26, PMM, 1, 16, -1.176, 0.067, 0.067, 1
26, PMM, 2, 16, -2.083, 0.008, 0.008, 0
26, PMM, 4, 16, -2.084, 0.008, 0.008, 1
26, PMM, 2, 17, -1.778, 0.017, 0.017, 0
26, PMM, 3, 17, -1.038, 0.092, 0.092, 1
26, PMM, 1, 17, -1.302, 0.050, 0.050, 1
26, PMM, 4, 17, -2.077, 0.008, 0.008, 0
26, PMM, 1, 18, -1.381, 0.042, 0.042, 1
26, PMM, 2, 18, -1.602, 0.025, 0.025, 0
26, PMM, 4, 18, -2.081, 0.008, 0.008, 1
26, PMM, 3, 18, -1.126, 0.075, 0.075, 1
26, PMM, 1, 19, -1.478, 0.033, 0.033, 1
26, PMM, 2, 19, -1.176, 0.067, 0.067, 1
26, PMM, 3, 19, -1.126, 0.075, 0.075, 0
26, PMM, 4, 19, -2.080, 0.008, 0.008, 0
26, PMM, 2, 20, -1.602, 0.025, 0.025, 1
26, PMM, 1, 20, -1.603, 0.025, 0.025, 1
26, PMM, 4, 20, -2.083, 0.008, 0.008, 0
26, PMM, 3, 20, -1.079, 0.083, 0.083, 1
26, PMM, 4, 21, -2.079, 0.008, 0.008, 1
26, PMM, 1, 21, -1.779, 0.017, 0.017, 1
26, PMM, 3, 21, -1.125, 0.075, 0.075, 1
26, PMM, 2, 21, -1.780, 0.017, 0.017, 0
26, PMM, 4, 22, -2.085, 0.008, 0.008, 1
26, PMM, 2, 22, -1.779, 0.017, 0.017, 0
26, PMM, 3, 22, -1.125, 0.075, 0.075, 1
26, PMM, 1, 22, -2.080, 0.008, 0.008, 1
26, PMM, 2, 23, -1.602, 0.025, 0.025, 1
26, PMM, 1, 23, -2.084, 0.008, 0.008, 0
26, PMM, 3, 23, -1.176, 0.067, 0.067, 0
26, PMM, 4, 23, -2.079, 0.008, 0.008, 0
26, PMM, 4, 24, -2.080, 0.008, 0.008, 0
26, PMM, 3, 24, -1.125, 0.075, 0.075, 1
26, PMM, 1, 24, -2.083, 0.008, 0.008, 0
26, PMM, 2, 24, -1.778, 0.017, 0.017, 1
26, PMM, 3, 25, -1.176, 0.067, 0.067, 1
26, PMM, 2, 25, -2.082, 0.008, 0.008, 0
26, PMM, 1, 25, -2.083, 0.008, 0.008, 0
26, PMM, 4, 25, -2.084, 0.008, 0.008, 1
26, PMM, 3, 26, -1.176, 0.067, 0.067, 1
26, PMM, 1, 26, -2.079, 0.008, 0.008, 1
