person, group, rep, n, t, t1, t2, correct
26, P6M, 0, 1, -0.301, 0.458, 0.458, 1
26, P6M, 0, 2, -0.301, 0.458, 0.458, 1
26, P6M, 0, 3, -0.301, 0.458, 0.458, 1
26, P6M, 0, 4, -0.301, 0.458, 0.458, 1
26, P6M, 0, 5, -0.301, 0.458, 0.458, 1
26, P6M, 0, 6, -0.301, 0.458, 0.458, 1
26, P6M, 0, 7, -0.301, 0.458, 0.458, 1
26, P6M, 0, 8, -0.301, 0.458, 0.458, 1
26, P6M, 0, 9, -0.301, 0.458, 0.458, 1
26, P6M, 0, 10, -0.301, 0.458, 0.458, 1
26, P6M, 3, 1, -1.176, 0.067, 0.067, 1
26, P6M, 4, 1, -2.081, 0.008, 0.008, 1
26, P6M, 1, 1, -0.389, 0.408, 0.408, 1
26, P6M, 2, 1, -0.737, 0.183, 0.183, 1
26, P6M, 3, 2, -2.084, 0.008, 0.008, 0
26, P6M, 2, 2, -1.602, 0.025, 0.025, 1
26, P6M, 4, 2, -2.081, 0.008, 0.008, 0
26, P6M, 1, 2, -1.038, 0.092, 0.092, 1
26, P6M, 3, 3, -0.903, 0.125, 0.125, 1
26, P6M, 4, 3, -0.737, 0.183, 0.183, 1
26, P6M, 2, 3, -2.084, 0.008, 0.008, 1
26, P6M, 1, 3, -2.081, 0.008, 0.008, 0
26, P6M, 2, 4, -2.084, 0.008, 0.008, 0
26, P6M, 3, 4, -1.603, 0.025, 0.025, 1
26, P6M, 4, 4, -1.300, 0.050, 0.050, 1
26, P6M, 1, 4, -1.079, 0.083, 0.083, 1
26, P6M, 4, 5, -2.080, 0.008, 0.008, 1
26, P6M, 2, 5, -1.380, 0.042, 0.042, 1
26, P6M, 1, 5, -1.778, 0.017, 0.017, 1
26, P6M, 3, 5, -2.081, 0.008, 0.008, 1
26, P6M, 4, 6, -2.079, 0.008, 0.008, 0
26, P6M, 1, 6, -2.079, 0.008, 0.008, 1
26, P6M, 2, 6, -2.080, 0.008, 0.008, 0
26, P6M, 3, 6, -2.078, 0.008, 0.008, 1
26, P6M, 2, 7, -1.780, 0.017, 0.017, 0
26, P6M, 1, 7, -2.081, 0.008, 0.008, 0
26, P6M, 4, 7, -1.778, 0.017, 0.017, 1
26, P6M, 3, 7, -2.084, 0.008, 0.008, 1
26, P6M, 2, 8, -1.038, 0.092, 0.092, 1
26, P6M, 3, 8, -2.083, 0.008, 0.008, 0
26, P6M, 1, 8, -2.082, 0.008, 0.008, 1
26, P6M, 4, 8, -2.078, 0.008, 0.008, 0
26, P6M, 3, 9, -2.084, 0.008, 0.008, 0
26, P6M, 1, 9, -2.084, 0.008, 0.008, 0
26, P6M, 2, 9, -1.781, 0.017, 0.017, 0
26, P6M, 4, 9, -2.079, 0.008, 0.008, 1
26, P6M, 1, 10, -2.080, 0.008, 0.008, 1
26, P6M, 3, 10, -2.082, 0.008, 0.008, 0
26, P6M, 2, 10, -1.380, 0.042, 0.042, 1
26, P6M, 4, 10, -2.085, 0.008, 0.008, 0
26, P6M, 3, 11, -2.080, 0.008, 0.008, 1
26, P6M, 4, 11, -1.779, 0.017, 0.017, 1
26, P6M, 2, 11, -2.082, 0.008, 0.008, 1
26, P6M, 1, 11, -2.083, 0.008, 0.008, 1
26, P6M, 1, 12, -2.083, 0.008, 0.008, 0
26, P6M, 3, 12, -2.085, 0.008, 0.008, 0
26, P6M, 4, 12, -2.082, 0.008, 0.008, 1
26, P6M, 2, 12, -2.081, 0.008, 0.008, 1
26, P6M, 2, 13, -2.086, 0.008, 0.008, 1
26, P6M, 3, 13, -2.085, 0.008, 0.008, 1
26, P6M, 4, 13, -2.079, 0.008, 0.008, 0
