person, group, rep, n, t, t1, t2, correct
3, CMM, 0, 1, -0.301, 0.454, 0.451, 0
3, CMM, 0, 2, -0.301, 0.451, 0.453, 1
3, CMM, 0, 3, -0.301, 0.451, 0.451, 1
3, CMM, 0, 4, -0.301, 0.453, 0.455, 0
3, CMM, 0, 5, -0.301, 0.451, 0.455, 1
3, CMM, 0, 6, -0.301, 0.455, 0.455, 0
3, CMM, 0, 7, -0.301, 0.451, 0.451, 1
3, CMM, 0, 8, -0.301, 0.453, 0.455, 1
3, CMM, 0, 9, -0.301, 0.453, 0.451, 1
3, CMM, 0, 10, -0.301, 0.451, 0.453, 0
3, CMM, 0, 1, -0.301, 0.451, 0.454, 1
3, CMM, 0, 2, -0.301, 0.451, 0.455, 1
3, CMM, 0, 3, -0.301, 0.453, 0.455, 1
3, CMM, 0, 4, -0.301, 0.451, 0.451, 1
3, CMM, 0, 5, -0.301, 0.451, 0.453, 0
3, CMM, 0, 6, -0.301, 0.451, 0.453, 1
3, CMM, 0, 7, -0.301, 0.451, 0.455, 1
3, CMM, 0, 8, -0.301, 0.451, 0.454, 1
3, CMM, 0, 9, -0.301, 0.451, 0.453, 1
3, CMM, 0, 10, -0.301, 0.451, 0.451, 1
3, CMM, 3, 1, -1.190, 0.063, 0.066, 1
3, CMM, 2, 1, -0.752, 0.176, 0.178, 1
3, CMM, 4, 1, -2.041, 0.011, 0.007, 0
3, CMM, 1, 1, -0.396, 0.402, 0.402, 1
3, CMM, 1, 2, -1.041, 0.093, 0.089, 1
3, CMM, 3, 2, -2.106, 0.010, 0.006, 1
3, CMM, 4, 2, -0.592, 0.256, 0.256, 1
3, CMM, 2, 2, -1.732, 0.019, 0.018, 1
3, CMM, 4, 3, -1.051, 0.089, 0.089, 1
3, CMM, 1, 3, -2.079, 0.011, 0.006, 0
3, CMM, 3, 3, -2.202, 0.007, 0.005, 1
3, CMM, 2, 3, -2.271, 0.005, 0.006, 0
3, CMM, 4, 4, -1.683, 0.021, 0.021, 1
