person, group, rep, n, t, t1, t2, correct
3, CM, 0, 1, -0.301, 0.453, 0.451, 0
3, CM, 0, 2, -0.301, 0.453, 0.455, 1
3, CM, 0, 3, -0.301, 0.451, 0.453, 1
3, CM, 0, 4, -0.301, 0.451, 0.451, 1
3, CM, 0, 5, -0.301, 0.451, 0.455, 1
3, CM, 0, 6, -0.301, 0.453, 0.451, 0
3, CM, 0, 7, -0.301, 0.451, 0.455, 1
3, CM, 0, 8, -0.301, 0.451, 0.451, 1
3, CM, 0, 9, -0.301, 0.456, 0.455, 1
3, CM, 0, 10, -0.301, 0.453, 0.455, 1
3, CM, 0, 1, -0.301, 0.455, 0.455, 1
3, CM, 0, 2, -0.301, 0.451, 0.451, 1
3, CM, 0, 3, -0.301, 0.451, 0.453, 1
3, CM, 0, 4, -0.301, 0.451, 0.453, 0
3, CM, 0, 5, -0.301, 0.451, 0.453, 0
3, CM, 0, 6, -0.301, 0.455, 0.455, 1
3, CM, 0, 7, -0.301, 0.451, 0.451, 1
3, CM, 0, 8, -0.301, 0.452, 0.455, 1
3, CM, 0, 9, -0.301, 0.451, 0.451, 1
3, CM, 0, 10, -0.301, 0.451, 0.451, 0
3, CM, 0, 1, -0.301, 0.451, 0.455, 1
3, CM, 0, 2, -0.301, 0.451, 0.455, 1
3, CM, 0, 3, -0.301, 0.451, 0.455, 1
3, CM, 0, 4, -0.301, 0.451, 0.451, 1
3, CM, 0, 5, -0.301, 0.452, 0.455, 0
3, CM, 0, 6, -0.301, 0.452, 0.455, 1
3, CM, 0, 7, -0.301, 0.453, 0.455, 1
3, CM, 0, 8, -0.301, 0.451, 0.451, 1
3, CM, 0, 9, -0.301, 0.455, 0.455, 1
3, CM, 0, 10, -0.301, 0.455, 0.455, 1
3, CM, 3, 1, -1.192, 0.065, 0.064, 1
3, CM, 4, 1, -2.033, 0.007, 0.011, 0
3, CM, 2, 1, -0.752, 0.176, 0.178, 1
3, CM, 1, 1, -0.395, 0.402, 0.405, 1
3, CM, 4, 2, -0.583, 0.263, 0.259, 0
3, CM, 2, 2, -1.732, 0.019, 0.018, 1
3, CM, 3, 2, -2.080, 0.011, 0.005, 1
3, CM, 1, 2, -1.046, 0.089, 0.091, 1
3, CM, 4, 3, -0.021, 0.951, 0.955, 0
3, CM, 1, 3, -2.137, 0.009, 0.006, 0
3, CM, 2, 3, -2.120, 0.009, 0.006, 1
3, CM, 3, 3, -2.266, 0.006, 0.005, 0
3, CM, 3, 4, -1.512, 0.031, 0.031, 0
3, CM, 2, 4, -2.288, 0.005, 0.005, 1
3, CM, 4, 4, -0.020, 0.955, 0.956, 1
3, CM, 1, 4, -1.156, 0.070, 0.070, 1
3, CM, 2, 5, -2.116, 0.009, 0.006, 0
3, CM, 4, 5, -0.021, 0.951, 0.953, 1
3, CM, 1, 5, -1.996, 0.010, 0.010, 1
3, CM, 3, 5, -0.304, 0.495, 0.499, 0
3, CM, 3, 6, -0.020, 0.955, 0.955, 0
3, CM, 4, 6, -0.020, 0.955, 0.955, 1
3, CM, 1, 6, -2.160, 0.009, 0.005, 1
